sample_type,x1,x2,actual_swap_test_loss,reconstruction_score,reconstruction_fidelity,trash_z_expectation
anomaly,0.8117514760131165,0.2945135845656991,0.014892578125,0.05465698205978797,0.945343017940212,0.9362708540850229
anomaly,0.3001494018356411,0.8083257246940011,0.015380859375,0.040548382403043814,0.9594516175969562,0.9328215015396906
anomaly,0.26313980528253594,0.6894551476566113,0.009033203125,0.0335123311802632,0.9664876688197368,0.9552805124996809
anomaly,0.24800386459559687,0.803448191736212,0.016845703125,0.04853974126149896,0.951460258738501,0.9248482076031002
anomaly,0.7567254391165771,0.23006761036148726,0.014892578125,0.04749234848206352,0.9525076515179365,0.9363042596209152
anomaly,0.6810620866862633,0.2800567071734885,0.007568359375,0.02603233906316882,0.9739676609368312,0.9633974992270458
anomaly,0.3214180216823001,0.6446674126034933,0.0048828125,0.02007778233579216,0.9799222176642078,0.9733470772289362
anomaly,0.6048476900726238,0.26518078262396105,0.006103515625,0.017365919564733212,0.9826340804352668,0.9703373680005115
anomaly,0.25016598080502295,0.6054476496054649,0.007080078125,0.030981676861236318,0.9690183231387637,0.9647942701727868
anomaly,0.735303443895593,0.3441280351920115,0.00732421875,0.030791816950686335,0.9692081830493137,0.9642457032538482
anomaly,0.27331087117093417,0.7075655884371139,0.009521484375,0.03318049269083678,0.9668195073091632,0.9537385669187386
anomaly,0.22162175581286803,0.8000207292998943,0.018310546875,0.05321192089815541,0.9467880791018446,0.9202565908735479
anomaly,0.7418482041046432,0.35832283474076876,0.007080078125,0.031190194759190937,0.9688098052408091,0.9647902195994228
anomaly,0.6981312247056615,0.1285555257927311,0.018798828125,0.050269645979284294,0.9497303540207157,0.9179870219942792
anomaly,0.2087241692932199,0.7128628233251907,0.014404296875,0.04692338265278606,0.9530766173472139,0.9385327424575752
anomaly,0.23074280492026322,0.7867906794262439,0.01611328125,0.049752729172458765,0.9502472708275412,0.9259639069712144
anomaly,0.7300927485364823,0.309116730130075,0.008544921875,0.03263549628107343,0.9673645037189266,0.9596361724107165
anomaly,0.33065476619289835,0.631637788766992,0.004150390625,0.017846380395664663,0.9821536196043353,0.9766370495344323
anomaly,0.819504065944743,0.2834138573250417,0.015380859375,0.05808194025897395,0.941918059741026,0.9317542468161177
anomaly,0.6973411246243557,0.323698369258608,0.00634765625,0.02478190556211668,0.9752180944378833,0.9686805671672074
anomaly,0.26795886219423093,0.6107029239229831,0.00634765625,0.027530186445414495,0.9724698135545855,0.9680394931593024
anomaly,0.18353807145779893,0.7233855509431366,0.015625,0.053763404323119435,0.9462365956768806,0.9299732024259039
anomaly,0.7932228505244048,0.28732425552505747,0.013427734375,0.050203038110899656,0.9497969618891003,0.9400563413310565
anomaly,0.7050538529492401,0.341329292696366,0.006103515625,0.024803236535804074,0.9751967634641959,0.9700139285307937
anomaly,0.21490966584159038,0.5951842102577496,0.0087890625,0.038683935608333275,0.9613160643916667,0.957417897922192
anomaly,0.858268589908064,0.2765026404781769,0.018798828125,0.07093045040576385,0.9290695495942362,0.9180832848291262
